Interatomic distances:
17-36-18-3 17.5205
17-36-18-9 -53.0406
17-36-18-11 53.7936
17-36-18-16 33.7382
17-36-18-22 -11.9127
17-36-18-23 -0.4747
17-36-18-24 -45.6533
17-36-18-26 34.9145
17-36-18-34 -52.7357
17-76-18-2 11.2674
17-76-18-3 -10.6082
17-76-18-9 -16.1627
17-76-18-11 16.1632
17-76-18-16 0.4245
17-76-18-22 -11.2894
17-76-18-23 8.2771
17-76-18-24 -8.8520
17-76-18-26 11.8088
17-76-18-34 -11.4053
17-76-18-36 10.9609
17-78-18-2 46.3263
17-78-18-3 -47.3606
17-78-18-9 -88.6893
17-78-18-11 88.0845
17-78-18-16 -1.4276
17-78-18-22 -31.1748
17-78-18-23 47.3183
17-78-18-24 -45.8583
17-78-18-26 32.3202
17-78-18-34 -43.6137
17-78-18-36 45.4708
17-78-18-76 0.6126
17-6-21-2 -2.7290
17-8-21-2 -45.3331
17-8-21-6 -53.9688
17-15-21-2 45.3410
17-15-21-6 54.6386
17-15-21-8 44.6685
17-25-21-2 31.0342
17-25-21-6 55.0645
17-25-21-8 0.5780
17-25-21-15 54.8496
17-31-21-2 30.6443
17-31-21-6 57.6029
17-31-21-8 55.8622
17-31-21-15 0.3718
17-31-21-25 -44.6754
17-33-21-2 -28.7251
17-33-21-6 -52.8359
17-33-21-8 -53.3276
17-33-21-15 0.7593
17-33-21-25 42.8464
17-33-21-31 13.7762
17-53-21-2 -8.3454
17-53-21-6 -11.2981
17-53-21-8 12.9508
17-53-21-15 -25.7565
17-53-21-25 -21.5743
17-53-21-31 -28.4968
17-53-21-33 28.4091
17-55-21-2 -44.0871
17-55-21-6 -72.8730
17-55-21-8 -33.7488
17-55-21-15 -56.9549
17-55-21-25 56.3447
17-55-21-31 -34.6417
17-55-21-33 32.7685
17-55-21-53 -27.9130
17-73-21-2 45.3317
17-73-21-6 58.0794
17-73-21-8 24.8980
17-73-21-15 45.7393
17-73-21-25 -1.1893
17-73-21-31 57.8124
17-73-21-33 -54.9071
17-73-21-53 14.0277
17-73-21-55 -34.5296
17-75-21-2 2.3920
17-75-21-6 -74.7373
17-75-21-8 -54.0469
17-75-21-15 54.4862
17-75-21-25 55.2137
17-75-21-31 57.5509
17-75-21-33 -52.7695
17-75-21-53 -11.4754
17-75-21-55 -72.8628
17-75-21-73 58.1418
17-11-23-8 -56.7080
17-18-23-8 -43.4598
17-18-23-11 -51.9133
17-24-23-8 0.5240
17-24-23-11 -51.9137
17-24-23-18 -51.9135
17-33-23-8 52.9897
17-33-23-11 49.8658
17-33-23-18 -0.2912
17-33-23-24 -42.7099
17-36-23-8 -58.2172
17-36-23-11 -60.4224
17-36-23-18 0.4484
17-36-23-24 48.1341
17-36-23-33 -0.4765
17-57-23-8 36.4888
17-57-23-11 72.0814
17-57-23-18 51.5680
17-57-23-24 -56.7561
17-57-23-33 -29.8998
17-57-23-36 36.9119
17-59-23-8 -20.6235
17-59-23-11 10.3125
17-59-23-18 29.6417
17-59-23-24 35.6830
17-59-23-33 -37.8220
17-59-23-36 38.1495
17-59-23-57 -38.1138
17-77-23-8 54.1161
17-77-23-11 0.2585
17-77-23-18 -49.6205
17-77-23-24 -54.3771
17-77-23-33 52.1423
17-77-23-36 -63.3471
17-77-23-57 71.7694
17-77-23-59 11.0759
17-78-23-8 -36.6753
17-78-23-11 -62.1076
17-78-23-18 -43.9804
17-78-23-24 4.2414
17-78-23-33 54.9907
17-78-23-36 -61.3872
17-78-23-57 36.4643
17-78-23-59 -23.1986
17-78-23-77 59.5878
17-10-24-9 -54.8981
17-18-24-9 51.9170
17-18-24-10 42.8898
17-23-24-9 52.5162
17-23-24-10 -0.0005
17-23-24-18 52.1858
17-34-24-9 61.9224
17-34-24-10 57.7196
17-34-24-18 0.3211
17-34-24-23 -48.1426
17-35-24-9 -51.3331
17-35-24-10 -52.9729
17-35-24-18 -0.4104
17-35-24-23 42.6488
17-35-24-34 -0.8460
17-58-24-9 -9.0395
17-58-24-10 17.4038
17-58-24-18 -26.7056
17-58-24-23 -29.1468
17-58-24-34 -33.0434
17-58-24-35 32.9797
17-60-24-9 -75.6346
17-60-24-10 -35.0451
17-60-24-18 -50.8820
17-60-24-23 53.5798
17-60-24-34 -42.2602
17-60-24-35 34.0656
17-60-24-58 -32.9033
17-77-24-9 8.8067
17-77-24-10 -52.0226
17-77-24-18 50.0099
17-77-24-23 54.6751
17-77-24-34 64.7426
17-77-24-35 -53.6725
17-77-24-58 -9.0534
17-77-24-60 -75.5219
17-78-24-9 59.9597
17-78-24-10 43.0762
17-78-24-18 42.8740
17-78-24-23 -4.2572
17-78-24-34 60.7604
17-78-24-35 -55.0545
17-78-24-58 19.7804
17-78-24-60 -33.8304
17-78-24-77 -57.2574
17-10-25-3 45.9160
17-12-25-3 0.4926
17-12-25-10 -55.5169
17-15-25-3 -45.9067
17-15-25-10 -45.6368
17-15-25-12 -53.7544
17-21-25-3 -30.3385
17-21-25-10 0.2329
17-21-25-12 -54.7097
17-21-25-15 -54.2513
17-35-25-3 28.8533
17-35-25-10 53.4572
17-35-25-12 51.9284
17-35-25-15 -1.2553
17-35-25-21 -42.9090
17-37-25-3 -31.5383
17-37-25-10 -56.7505
17-37-25-12 -57.8377
17-37-25-15 -0.9242
17-37-25-21 44.6217
17-37-25-35 21.6964
17-45-25-3 30.4702
17-45-25-10 -12.5902
17-45-25-12 69.1251
17-45-25-15 58.4847
17-45-25-21 29.7653
17-45-25-35 -52.6219
17-45-25-37 55.8483
17-61-25-3 44.7592
17-61-25-10 36.7662
17-61-25-12 70.3099
17-61-25-15 57.1095
17-61-25-21 -57.9718
17-61-25-35 -28.7992
17-61-25-37 29.6918
17-61-25-45 70.0813
17-63-25-3 7.7475
17-63-25-10 -15.9235
17-63-25-12 12.2417
17-63-25-15 28.0775
17-63-25-21 26.9243
17-63-25-35 -32.2490
17-63-25-37 32.3406
17-63-25-45 -17.7485
17-63-25-61 -32.4622
17-73-25-3 -45.9188
17-73-25-10 -56.2603
17-73-25-12 -55.5445
17-73-25-15 -45.0564
17-73-25-21 1.1805
17-73-25-35 53.4963
17-73-25-37 -56.7409
17-73-25-45 -13.7036
17-73-25-61 35.7940
17-73-25-63 -16.3077
17-75-25-3 -1.9994
17-75-25-10 54.4796
17-75-25-12 -60.7551
17-75-25-15 -53.8818
17-75-25-21 -54.6073
17-75-25-35 52.7591
17-75-25-37 -58.5774
17-75-25-45 69.3522
17-75-25-61 70.2578
17-75-25-63 11.4282
17-75-25-73 -54.5441
17-21-33-8 57.8896
17-23-33-8 -58.7498
17-23-33-21 -34.1802
17-35-33-8 -0.5644
17-35-33-21 46.3963
17-35-33-23 -46.2856
17-55-33-8 33.9752
17-55-33-21 -34.8609
17-55-33-23 60.2014
17-55-33-35 -58.8122
17-57-33-8 -33.9632
17-57-33-21 -59.7859
17-57-33-23 32.2546
17-57-33-35 59.4587
17-57-33-55 -64.6701
17-75-33-8 58.5610
17-75-33-21 57.2291
17-75-33-23 -24.0780
17-75-33-35 -55.1454
17-75-33-55 69.2720
17-75-33-57 40.8364
17-77-33-8 -59.7100
17-77-33-21 25.6827
17-77-33-23 -57.7025
17-77-33-35 54.7639
17-77-33-55 -44.0507
17-77-33-57 -68.3168
17-77-33-75 88.7855
17-24-35-10 58.2807
17-25-35-10 -58.6332
17-25-35-24 -34.9196
17-33-35-10 -2.0097
17-33-35-24 46.4943
17-33-35-25 -45.8583
17-60-35-10 31.9108
17-60-35-24 -36.6428
17-60-35-25 58.7173
17-60-35-33 -58.4525
17-61-35-10 -34.7650
17-61-35-24 -60.9241
17-61-35-25 30.7963
17-61-35-33 59.2958
17-61-35-60 -64.7897
17-75-35-10 -59.4576
17-75-35-24 24.8764
17-75-35-25 -57.7878
17-75-35-33 55.0562
17-75-35-60 -47.4189
17-75-35-61 -69.1333
17-77-35-10 57.3372
17-77-35-24 59.1379
17-77-35-25 -25.6224
17-77-35-33 -54.6758
17-77-35-60 68.2080
17-77-35-61 37.2601
17-77-35-75 -89.5113
17-25-75-21 37.1075
17-33-75-21 -35.7952
17-33-75-25 1.0565
17-35-75-21 -0.8215
17-35-75-25 36.0984
17-35-75-33 -34.8070
17-61-75-21 30.5512
17-61-75-25 44.1530
17-61-75-33 -29.2510
17-61-75-35 -40.5932
17-73-75-21 38.6039
17-73-75-25 -37.0735
17-73-75-33 33.0857
17-73-75-35 -35.2806
17-73-75-61 -71.8850
17-24-77-23 -37.2435
17-33-77-23 36.0034
17-33-77-24 -1.9080
17-35-77-23 0.2008
17-35-77-24 -36.6986
17-35-77-33 34.6116
17-57-77-23 45.0041
17-57-77-24 29.5489
17-57-77-33 -40.2571
17-57-77-35 -29.2373
17-78-77-23 -39.9476
17-78-77-24 38.6024
17-78-77-33 -32.3430
17-78-77-35 35.1157
17-78-77-57 -71.9873
18-3-2-0 -48.3662
18-4-2-0 27.2369
18-4-2-3 -27.2552
18-6-2-0 -33.6191
18-6-2-3 33.5528
18-6-2-4 -6.7753
18-8-2-0 -53.5059
18-8-2-3 53.4024
18-8-2-4 -21.1610
18-8-2-6 15.7851
18-11-2-0 2.6186
18-11-2-3 -2.0718
18-11-2-4 -24.7851
18-11-2-6 30.6686
18-11-2-8 57.3690
18-13-2-0 57.2686
18-13-2-3 -56.7950
18-13-2-4 -12.4726
18-13-2-6 25.3409
18-13-2-8 84.0064
18-13-2-11 53.4718
18-14-2-0 29.1249
18-14-2-3 -29.3951
18-14-2-4 27.0858
18-14-2-6 -22.0681
18-14-2-8 -43.5756
18-14-2-11 61.8470
18-14-2-13 68.3706
18-15-2-0 -32.2811
18-15-2-3 31.6505
18-15-2-4 18.1916
18-15-2-6 -33.7539
18-15-2-8 -71.0795
18-15-2-11 -60.5563
18-15-2-13 40.3481
18-15-2-14 66.8225
18-16-2-0 55.7923
18-16-2-3 -55.5217
18-16-2-4 12.3302
18-16-2-6 -8.6405
18-16-2-8 27.6500
18-16-2-11 47.6089
18-16-2-13 53.8664
18-16-2-14 -34.9223
18-16-2-15 -59.5712
18-17-2-0 -53.8445
18-17-2-3 53.7918
18-17-2-4 6.3518
18-17-2-6 -14.6458
18-17-2-8 -54.1355
18-17-2-11 -44.7942
18-17-2-13 -27.5903
18-17-2-14 56.7076
18-17-2-15 33.8522
18-17-2-16 30.9639
18-21-2-0 -56.0123
18-21-2-3 55.6285
18-21-2-4 -1.0744
18-21-2-6 -16.0750
18-21-2-8 -70.1252
18-21-2-11 -61.2029
18-21-2-13 -51.6227
18-21-2-14 59.8134
18-21-2-15 70.9968
18-21-2-16 55.2610
18-21-2-17 12.3666
18-26-2-0 32.2687
18-26-2-3 -31.9115
18-26-2-4 -8.1463
18-26-2-6 33.8521
18-26-2-8 46.3835
18-26-2-11 47.8887
18-26-2-13 0.5088
18-26-2-14 -46.0341
18-26-2-15 -32.2527
18-26-2-16 -47.8787
18-26-2-17 9.7616
18-26-2-21 32.5878
18-28-2-0 54.1430
18-28-2-3 -54.0567
18-28-2-4 12.1794
18-28-2-6 1.5091
18-28-2-8 55.7893
18-28-2-11 59.8386
18-28-2-13 70.0847
18-28-2-14 -68.8116
18-28-2-15 -58.9935
18-28-2-16 -12.6457
18-28-2-17 -53.2765
18-28-2-21 -29.0095
18-28-2-26 31.1459
18-2-3-1 8.0035
18-5-3-1 -31.5539
18-5-3-2 31.5272
18-7-3-1 -55.1259
18-7-3-2 54.4428
18-7-3-5 14.7024
18-9-3-1 0.5557
18-9-3-2 -0.6470
18-9-3-5 28.7060
18-9-3-7 55.9822
18-10-3-1 55.6229
18-10-3-2 -55.0066
18-10-3-5 24.4472
18-10-3-7 86.9603
18-10-3-9 55.1919
18-12-3-1 29.1810
18-12-3-2 -29.1585
18-12-3-5 7.3699
18-12-3-7 23.0626
18-12-3-9 26.0747
18-12-3-10 12.4360
18-14-3-1 -29.6791
18-14-3-2 29.4091
18-14-3-5 -31.7071
18-14-3-7 -69.0722
18-14-3-9 -60.9885
18-14-3-10 42.4798
18-14-3-12 18.8601
18-15-3-1 32.1295
18-15-3-2 -31.6658
18-15-3-5 -20.4806
18-15-3-7 -42.4628
18-15-3-9 60.8621
18-15-3-10 70.6243
18-15-3-12 28.9699
18-15-3-14 -66.6370
18-16-3-1 -55.9206
18-16-3-2 55.5579
18-16-3-5 -14.7197
18-16-3-7 -56.7350
18-16-3-9 -46.1368
18-16-3-10 -26.8470
18-16-3-12 6.2462
18-16-3-14 34.6020
18-16-3-15 59.3826
18-17-3-1 54.1064
18-17-3-2 -53.8258
18-17-3-5 -7.2839
18-17-3-7 26.8811
18-17-3-9 45.6585
18-17-3-10 52.6713
18-17-3-12 13.1597
18-17-3-14 -56.6869
18-17-3-15 -33.5310
18-17-3-16 -31.1662
18-22-3-1 -31.7265
18-22-3-2 31.4712
18-22-3-5 8.4845
18-22-3-7 -2.7987
18-22-3-9 -46.8338
18-22-3-10 -45.4373
18-22-3-12 -28.7682
18-22-3-14 45.0556
18-22-3-15 31.2260
18-22-3-16 46.8421
18-22-3-17 -9.2852
18-25-3-1 55.9276
18-25-3-2 -55.4123
18-25-3-5 2.1204
18-25-3-7 58.2295
18-25-3-9 60.1892
18-25-3-10 70.2399
18-25-3-12 13.3866
18-25-3-14 -58.9864
18-25-3-15 -70.5663
18-25-3-16 -55.9044
18-25-3-17 -12.7269
18-25-3-22 31.9918
18-27-3-1 0.4998
18-27-3-2 -0.4499
18-27-3-5 -20.3283
18-27-3-7 -24.1821
18-27-3-9 1.4596
18-27-3-10 24.8143
18-27-3-12 19.5449
18-27-3-14 -20.4987
18-27-3-15 20.1424
18-27-3-16 -25.1164
18-27-3-17 24.6593
18-27-3-22 -29.7329
18-27-3-25 29.7575
18-3-9-1 -0.5347
18-7-9-1 52.8178
18-7-9-3 52.8952
18-10-9-1 -53.3107
18-10-9-3 -52.1885
18-10-9-7 -89.3572
18-22-9-1 52.8775
18-22-9-3 44.5718
18-22-9-7 52.9400
18-22-9-10 30.3771
18-24-9-1 -54.9915
18-24-9-3 -43.5704
18-24-9-7 -22.7642
18-24-9-10 -56.7407
18-24-9-22 29.3007
18-34-9-1 44.9122
18-34-9-3 2.5085
18-34-9-7 51.8353
18-34-9-10 -49.5236
18-34-9-22 52.3220
18-34-9-24 -53.0182
18-42-9-1 35.7973
18-42-9-3 31.5460
18-42-9-7 16.5696
18-42-9-10 28.9116
18-42-9-22 -13.7842
18-42-9-24 -12.2345
18-42-9-34 -35.0432
18-44-9-1 -30.0932
18-44-9-3 -27.8211
18-44-9-7 -22.4695
18-44-9-10 -15.7358
18-44-9-22 7.0777
18-44-9-24 12.9243
18-44-9-34 30.2625
18-44-9-42 -6.5280
18-56-9-1 35.5728
18-56-9-3 56.0379
18-56-9-7 71.8817
18-56-9-10 -38.2069
18-56-9-22 33.2444
18-56-9-24 -59.7690
18-56-9-34 -31.4780
18-56-9-42 35.8383
18-56-9-44 -19.5197
18-58-9-1 -30.0190
18-58-9-3 -52.4694
18-58-9-7 53.8728
18-58-9-10 -73.2333
18-58-9-22 58.3217
18-58-9-24 -36.5047
18-58-9-34 31.4674
18-58-9-42 25.0867
18-58-9-44 -30.1029
18-58-9-56 69.1104
18-2-11-0 -2.5221
18-8-11-0 51.2478
18-8-11-2 54.2093
18-13-11-0 -53.5538
18-13-11-2 -50.7128
18-13-11-8 -87.3764
18-23-11-0 52.9343
18-23-11-2 43.4789
18-23-11-8 54.6751
18-23-11-13 29.3032
18-26-11-0 -54.2314
18-26-11-2 -45.6051
18-26-11-8 -26.5301
18-26-11-13 -55.0793
18-26-11-23 29.5724
18-36-11-0 49.9478
18-36-11-2 -0.2138
18-36-11-8 51.1245
18-36-11-13 -51.3899
18-36-11-23 52.7652
18-36-11-26 -53.0515
18-43-11-0 37.4597
18-43-11-2 33.5837
18-43-11-8 17.7735
18-43-11-13 30.0529
18-43-11-23 -15.6836
18-43-11-26 -10.4317
18-43-11-36 -36.9079
18-46-11-0 -31.5608
18-46-11-2 -28.9048
18-46-11-8 -24.1210
18-46-11-13 -17.1559
18-46-11-23 10.1911
18-46-11-26 12.5226
18-46-11-36 31.7525
18-46-11-43 -6.9600
18-59-11-0 32.4314
18-59-11-2 54.4348
18-59-11-8 72.1410
18-59-11-13 -42.3908
18-59-11-23 34.9350
18-59-11-26 -59.8857
18-59-11-36 -29.6531
18-59-11-43 38.2965
18-59-11-46 -22.2885
18-62-11-0 -30.9480
18-62-11-2 -55.2042
18-62-11-8 51.0662
18-62-11-13 -72.7502
18-62-11-23 58.6469
18-62-11-26 -36.5409
18-62-11-36 32.2558
18-62-11-43 25.2897
18-62-11-46 -31.6663
18-62-11-59 69.2857
18-3-16-2 -54.1836
18-7-16-2 -52.9407
18-7-16-3 -55.3006
18-13-16-2 52.6055
18-13-16-3 55.6024
18-13-16-7 -27.4968
18-14-16-2 -34.2725
18-14-16-3 33.9431
18-14-16-7 71.2186
18-14-16-13 -71.1442
18-20-16-2 -33.6777
18-20-16-3 -13.3915
18-20-16-7 16.8934
18-20-16-13 -16.4141
18-20-16-14 -33.5924
18-22-16-2 0.6911
18-22-16-3 -45.8290
18-22-16-7 -55.3207
18-22-16-13 56.0226
18-22-16-14 -59.2335
18-22-16-20 -30.4990
18-26-16-2 46.8554
18-26-16-3 0.5775
18-26-16-7 -55.7589
18-26-16-13 55.0165
18-26-16-14 60.5237
18-26-16-20 -24.5202
18-26-16-22 -55.5372
18-28-16-2 12.4361
18-28-16-3 33.7908
18-28-16-7 16.8765
18-28-16-13 -17.3830
18-28-16-14 33.7640
18-28-16-20 16.8851
18-28-16-22 -24.6518
18-28-16-26 -31.1710
18-32-16-2 38.6700
18-32-16-3 -53.8417
18-32-16-7 -52.3371
18-32-16-13 52.0255
18-32-16-14 -32.7315
18-32-16-20 -33.4753
18-32-16-22 -0.3753
18-32-16-26 45.8348
18-32-16-28 12.8476
18-38-16-2 53.0040
18-38-16-3 -8.5985
18-38-16-7 -53.0544
18-38-16-13 53.3224
18-38-16-14 32.1492
18-38-16-20 -13.2775
18-38-16-22 -44.3648
18-38-16-26 0.9386
18-38-16-28 33.4955
18-38-16-32 -52.7231
18-72-16-2 11.5685
18-72-16-3 -13.9228
18-72-16-7 -17.9956
18-72-16-13 18.0027
18-72-16-14 -1.3814
18-72-16-20 -13.7383
18-72-16-22 -8.2896
18-72-16-26 10.8022
18-72-16-28 11.9029
18-72-16-32 -11.2912
18-72-16-38 13.9916
18-74-16-2 47.6635
18-74-16-3 -45.4104
18-74-16-7 -88.2085
18-74-16-13 87.3687
18-74-16-14 3.8875
18-74-16-20 -31.0952
18-74-16-22 -46.2343
18-74-16-26 45.9768
18-74-16-28 31.6260
18-74-16-32 -45.7048
18-74-16-38 42.5448
18-74-16-72 -2.0082
18-3-17-2 55.2805
18-8-17-2 -55.6439
18-8-17-3 -54.9057
18-10-17-2 56.3936
18-10-17-3 54.0642
18-10-17-8 33.8838
18-15-17-2 34.5733
18-15-17-3 -34.2264
18-15-17-8 71.9546
18-15-17-10 -71.9374
18-21-17-2 -12.6014
18-21-17-3 -33.6069
18-21-17-8 18.2907
18-21-17-10 -18.4954
18-21-17-15 -33.4950
18-23-17-2 -46.6225
18-23-17-3 -0.3336
18-23-17-8 -56.1183
18-23-17-10 56.4327
18-23-17-15 -60.0772
18-23-17-21 -31.4403
18-24-17-2 0.3368
18-24-17-3 46.8241
18-24-17-8 -56.7462
18-24-17-10 56.4320
18-24-17-15 60.7008
18-24-17-21 -23.4810
18-24-17-23 -56.4323
18-25-17-2 35.0736
18-25-17-3 12.9631
18-25-17-8 18.9753
18-25-17-10 -18.7583
18-25-17-15 35.1748
18-25-17-21 18.6198
18-25-17-23 -25.3082
18-25-17-24 -32.9673
18-33-17-2 -53.9642
18-33-17-3 0.4428
18-33-17-8 -52.4303
18-33-17-10 51.6195
18-33-17-15 -32.6284
18-33-17-21 -33.3490
18-33-17-23 -0.3387
18-33-17-24 45.4079
18-33-17-25 12.6432
18-35-17-2 17.5205
18-35-17-3 53.9172
18-35-17-8 -53.0406
18-35-17-10 53.7937
18-35-17-15 33.7383
18-35-17-21 -11.9126
18-35-17-23 -45.6533
18-35-17-24 -0.4746
18-35-17-25 34.9145
18-35-17-33 -52.7357
18-75-17-2 -10.6082
18-75-17-3 11.2674
18-75-17-8 -16.1627
18-75-17-10 16.1632
18-75-17-15 0.4246
18-75-17-21 -11.2894
18-75-17-23 -8.8519
18-75-17-24 8.2771
18-75-17-25 11.8088
18-75-17-33 -11.4053
18-75-17-35 10.9609
18-77-17-2 -47.3605
18-77-17-3 46.3264
18-77-17-8 -88.6893
18-77-17-10 88.0843
18-77-17-15 -1.4266
18-77-17-21 -31.1746
18-77-17-23 -45.8583
18-77-17-24 47.3184
18-77-17-25 32.3202
18-77-17-33 -43.6135
18-77-17-35 45.4708
18-77-17-75 0.6125
18-7-22-3 -2.7289
18-9-22-3 -45.3332
18-9-22-7 -53.9689
18-16-22-3 45.3410
18-16-22-7 54.6384
18-16-22-9 44.6686
18-26-22-3 31.0342
18-26-22-7 55.0645
18-26-22-9 0.5779
18-26-22-16 54.8495
18-32-22-3 30.6445
18-32-22-7 57.6031
18-32-22-9 55.8624
18-32-22-16 0.3722
18-32-22-26 -44.6753
18-34-22-3 -28.7252
18-34-22-7 -52.8360
18-34-22-9 -53.3276
18-34-22-16 0.7591
18-34-22-26 42.8463
18-34-22-32 13.7779
18-54-22-3 -8.3452
18-54-22-7 -11.2979
18-54-22-9 12.9508
18-54-22-16 -25.7562
18-54-22-26 -21.5742
18-54-22-32 -28.4965
18-54-22-34 28.4088
18-56-22-3 -44.0872
18-56-22-7 -72.8731
18-56-22-9 -33.7491
18-56-22-16 -56.9547
18-56-22-26 56.3445
18-56-22-32 -34.6414
18-56-22-34 32.7683
18-56-22-54 -27.9127
18-74-22-3 45.3318
18-74-22-7 58.0797
18-74-22-9 24.8958
18-74-22-16 45.7395
18-74-22-26 -1.1893
18-74-22-32 57.8126
18-74-22-34 -54.9072
18-74-22-54 14.0277
18-74-22-56 -34.5301
18-76-22-3 2.3922
18-76-22-7 -74.7108
18-76-22-9 -54.0468
18-76-22-16 54.4861
18-76-22-26 55.2136
18-76-22-32 57.5512
18-76-22-34 -52.7697
18-76-22-54 -11.4750
18-76-22-56 -72.8629
18-76-22-74 58.1420
18-11-23-8 -54.8979
18-17-23-8 51.9171
18-17-23-11 42.8899
18-24-23-8 52.5163
18-24-23-11 -0.0003
18-24-23-17 52.1860
18-33-23-8 61.9223
18-33-23-11 57.7194
18-33-23-17 0.3211
18-33-23-24 -48.1427
18-36-23-8 -51.3332
18-36-23-11 -52.9729
18-36-23-17 -0.4105
18-36-23-24 42.6488
18-36-23-33 -0.8467
18-57-23-8 -9.0396
18-57-23-11 17.4037
18-57-23-17 -26.7058
18-57-23-24 -29.1469
18-57-23-33 -33.0436
18-57-23-36 32.9799
18-59-23-8 -75.6346
18-59-23-11 -35.0450
18-59-23-17 -50.8823
18-59-23-24 53.5800
18-59-23-33 -42.2603
18-59-23-36 34.0657
18-59-23-57 -32.9035
18-77-23-8 59.9595
18-77-23-11 43.0776
18-77-23-17 42.8741
18-77-23-24 -4.2571
18-77-23-33 60.7602
18-77-23-36 -55.0544
18-77-23-57 19.7804
18-77-23-59 -33.8301
18-78-23-8 8.8052
18-78-23-11 -52.0225
18-78-23-17 50.0100
18-78-23-24 54.6753
18-78-23-33 64.7424
18-78-23-36 -53.6725
18-78-23-57 -9.0536
18-78-23-59 -75.5219
18-78-23-77 57.2572
18-10-24-9 -56.7080
18-17-24-9 -43.4597
18-17-24-10 -51.9131
18-23-24-9 0.5240
18-23-24-10 -51.9138
18-23-24-17 -51.9134
18-34-24-9 52.9897
18-34-24-10 49.8659
18-34-24-17 -0.2912
18-34-24-23 -42.7098
18-35-24-9 -58.2173
18-35-24-10 -60.4226
18-35-24-17 0.4483
18-35-24-23 48.1339
18-35-24-34 -0.4759
18-58-24-9 36.4888
18-58-24-10 72.0813
18-58-24-17 51.5678
18-58-24-23 -56.7560
18-58-24-34 -29.8996
18-58-24-35 36.9117
18-60-24-9 -20.6236
18-60-24-10 10.3122
18-60-24-17 29.6414
18-60-24-23 35.6830
18-60-24-34 -37.8218
18-60-24-35 38.1493
18-60-24-58 -38.1136
18-77-24-9 -36.6739
18-77-24-10 -62.1078
18-77-24-17 -43.9804
18-77-24-23 4.2413
18-77-24-34 54.9907
18-77-24-35 -61.3874
18-77-24-58 36.4645
18-77-24-60 -23.1987
18-78-24-9 54.1160
18-78-24-10 0.2568
18-78-24-17 -49.6203
18-78-24-23 -54.3770
18-78-24-34 52.1424
18-78-24-35 -63.3473
18-78-24-58 71.7693
18-78-24-60 11.0755
18-78-24-77 -59.5879
18-11-26-2 45.9160
18-13-26-2 0.4927
18-13-26-11 -55.5166
18-16-26-2 -45.9066
18-16-26-11 -45.6366
18-16-26-13 -53.7545
18-22-26-2 -30.3385
18-22-26-11 0.2328
18-22-26-13 -54.7095
18-22-26-16 -54.2512
18-36-26-2 28.8533
18-36-26-11 53.4570
18-36-26-13 51.9284
18-36-26-16 -1.2554
18-36-26-22 -42.9090
18-38-26-2 -31.5383
18-38-26-11 -56.7504
18-38-26-13 -57.8377
18-38-26-16 -0.9239
18-38-26-22 44.6218
18-38-26-36 21.6947
18-46-26-2 30.4702
18-46-26-11 -12.5900
18-46-26-13 69.1250
18-46-26-16 58.4846
18-46-26-22 29.7652
18-46-26-36 -52.6219
18-46-26-38 55.8485
18-62-26-2 44.7592
18-62-26-11 36.7662
18-62-26-13 70.3101
18-62-26-16 57.1092
18-62-26-22 -57.9717
18-62-26-36 -28.7992
18-62-26-38 29.6920
18-62-26-46 70.0814
18-64-26-2 7.7475
18-64-26-11 -15.9235
18-64-26-13 12.2416
18-64-26-16 28.0775
18-64-26-22 26.9243
18-64-26-36 -32.2490
18-64-26-38 32.3406
18-64-26-46 -17.7485
18-64-26-62 -32.4622
18-74-26-2 -45.9188
18-74-26-11 -56.2676
18-74-26-13 -55.5445
18-74-26-16 -45.0563
18-74-26-22 1.1804
18-74-26-36 53.4963
18-74-26-38 -56.7410
18-74-26-46 -13.7036
18-74-26-62 35.7941
18-74-26-64 -16.3077
18-76-26-2 -1.9994
18-76-26-11 54.4793
18-76-26-13 -60.7503
18-76-26-16 -53.8818
18-76-26-22 -54.6073
18-76-26-36 52.7591
18-76-26-38 -58.5775
18-76-26-46 69.3522
18-76-26-62 70.2579
18-76-26-64 11.4282
18-76-26-74 -54.5441
18-22-34-9 57.8896
18-24-34-9 -58.7499
18-24-34-22 -34.1804
18-36-34-9 -0.5643
18-36-34-22 46.3962
18-36-34-24 -46.2855
18-56-34-9 33.9751
18-56-34-22 -34.8608
18-56-34-24 60.2014
18-56-34-36 -58.8121
18-58-34-9 -33.9634
18-58-34-22 -59.7859
18-58-34-24 32.2544
18-58-34-36 59.4586
18-58-34-56 -64.6700
18-76-34-9 58.5609
18-76-34-22 57.2293
18-76-34-24 -24.0780
18-76-34-36 -55.1453
18-76-34-56 69.2718
18-76-34-58 40.8361
18-78-34-9 -59.7100
18-78-34-22 25.6825
18-78-34-24 -57.7027
18-78-34-36 54.7637
18-78-34-56 -44.0505
18-78-34-58 -68.3168
18-78-34-76 88.7856
18-23-36-11 58.2805
18-26-36-11 -58.6331
18-26-36-23 -34.9194
18-34-36-11 -2.0094
18-34-36-23 46.4943
18-34-36-26 -45.8583
18-59-36-11 31.9106
18-59-36-23 -36.6428
18-59-36-26 58.7174
18-59-36-34 -58.4524
18-62-36-11 -34.7651
18-62-36-23 -60.9241
18-62-36-26 30.7963
18-62-36-34 59.2957
18-62-36-59 -64.7898
18-76-36-11 -59.4573
18-76-36-23 24.8766
18-76-36-26 -57.7878
18-76-36-34 55.0561
